"X","taxon_name","genus","family","leaf_length","seed_width","seed_length","plant_height","leaf_width","seed_height","leaf_area","wood_density","leaf_thickness","leaf_mass_per_area","leaf_N_per_dry_mass","seed_dry_mass","leaf_P_per_dry_mass","leaf_C_per_dry_mass","huber_value","plant_diameter_breast_height","leaf_lifespan","MAT","MAP","n_cells"
142,"Allocasuarina paradoxa","Allocasuarina","Casuarinaceae",6,2.68,4.23,2,0.95,NA,NA,NA,NA,NA,NA,2.45,NA,NA,NA,NA,NA,13.5556392437074,762.520325203252,123
143,"Allocasuarina pinaster","Allocasuarina","Casuarinaceae",35,NA,NA,3,1.1,NA,NA,NA,NA,NA,NA,9.94,NA,NA,NA,NA,NA,16.0983759414318,354.093023255814,43
144,"Allocasuarina portuensis","Allocasuarina","Casuarinaceae",16.5,NA,NA,5,0.9,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,17.6480058034261,1273.66666666667,3
145,"Allocasuarina pusilla","Allocasuarina","Casuarinaceae",3.25,2.97,4.72,2,0.6,NA,NA,NA,0.68,380,10.6,1.78,NA,NA,NA,NA,NA,15.0200193444478,499.838487972509,584
146,"Allocasuarina ramosissima","Allocasuarina","Casuarinaceae",13,NA,NA,1.2,0.8,NA,NA,NA,NA,NA,NA,2.58,NA,NA,NA,NA,NA,18.9281673431396,552,1
147,"Allocasuarina rigida subsp. exsul","Allocasuarina","Casuarinaceae",12,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"Allocasuarina rigida subsp. rigida","Allocasuarina","Casuarinaceae",17.5,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"Allocasuarina rigida","Allocasuarina","Casuarinaceae",17.5,NA,NA,4,1.1,NA,202,0.662,NA,452,NA,NA,NA,NA,NA,NA,NA,15.2275669340994,1196.36274509804,102
150,"Allocasuarina robusta","Allocasuarina","Casuarinaceae",10.5,NA,NA,3,0.9,NA,NA,NA,NA,NA,NA,1.79,NA,NA,NA,NA,NA,14.6511812624724,828.652173913043,23
151,"Allocasuarina rupicola","Allocasuarina","Casuarinaceae",9.5,1.76,3.59,3,0.8,NA,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA,15.0108477965645,887.652173913043,23
152,"Allocasuarina scleroclada","Allocasuarina","Casuarinaceae",36,NA,NA,3,1.25,NA,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,NA,16.4576110550852,372.757575757576,33
153,"Allocasuarina simulans","Allocasuarina","Casuarinaceae",17.5,NA,NA,3,1.1,NA,NA,NA,NA,NA,NA,2.14,NA,NA,NA,NA,NA,17.8449850877126,1158.33333333333,12
154,"Allocasuarina spinosissima","Allocasuarina","Casuarinaceae",10.5,NA,NA,4,1.4,NA,NA,NA,NA,NA,NA,1.44,NA,NA,NA,NA,NA,17.3601017969626,313.287037037037,108
155,"Allocasuarina striata","Allocasuarina","Casuarinaceae",14,NA,NA,4,1.1,NA,NA,NA,NA,443,12.6,2.22,NA,477,NA,NA,NA,14.7391224837885,770.284552845528,125
156,"Allocasuarina tessellata","Allocasuarina","Casuarinaceae",10.5,NA,NA,5,0.85,NA,NA,NA,NA,NA,NA,2.06,NA,NA,NA,NA,NA,NA,NA,NA
157,"Allocasuarina thalassoscopica","Allocasuarina","Casuarinaceae",9.5,NA,NA,1,0.75,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,19.5829981613159,1412.24,25
158,"Allocasuarina thuyoides","Allocasuarina","Casuarinaceae",1.2,NA,NA,2,0.5,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,16.5286853851811,503.349462365591,186
159,"Allocasuarina tortiramula","Allocasuarina","Casuarinaceae",8,NA,NA,1.7,0.9,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,NA,16.0910835266113,339.5,2
160,"Allocasuarina torulosa","Allocasuarina","Casuarinaceae",2.23,2.38,6.1,30,0.6,NA,76.8,0.719,NA,155,10.7,3.46,0.307,498,0.000224,NA,NA,16.9537533264712,1174.73115003808,2626
161,"Allocasuarina trichodon","Allocasuarina","Casuarinaceae",12,NA,NA,3,0.95,NA,NA,NA,NA,NA,NA,2.89,NA,NA,NA,NA,NA,15.8176683849759,544.5,36
162,"Allocasuarina verticillata","Allocasuarina","Casuarinaceae",17.7,3.51,9.25,11,1,NA,181,0.754,0.258,396,15.5,3.8,NA,469,NA,NA,NA,14.7185574889541,616.986786786787,3338
163,"Allocasuarina zephyrea","Allocasuarina","Casuarinaceae",6.67,1.96,3.35,6,1,NA,0.785,NA,NA,NA,NA,1.52,NA,NA,NA,NA,NA,10.0999683936437,1777.66666666667,60
164,"Allophylus cobbe","Allophylus","Sapindaceae",92.5,4.5,6,6,47.5,NA,NA,NA,NA,NA,NA,52.2,NA,NA,NA,NA,NA,26.6137153534662,1503.3380952381,212
165,"Alloxylon flammeum","Alloxylon","Proteaceae",170,8.5,33,36,37,3,NA,0.475,0.343,NA,NA,NA,NA,NA,NA,NA,NA,20.3566918624075,1877.60526315789,38
166,"Alloxylon pinnatum","Alloxylon","Proteaceae",155,4,18.2,25,30,2,4700,0.53,0.312,125,NA,NA,NA,NA,NA,600,NA,16.0104575722905,1706.03389830508,59
167,"Alloxylon wickhamii","Alloxylon","Proteaceae",130,8.5,44.2,30,26.2,3,4620,0.448,0.462,148,10.5,NA,0.407,NA,NA,NA,NA,21.3844120237562,2378.25,37
168,"Alnus cordata","Alnus","Betulaceae",65,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3091669082642,963,2
169,"Aloe arborescens","Aloe","Asphodelaceae",478,NA,NA,3,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6821949036141,945.79674796748,124
170,"Aloe parvibracteata","Aloe","Asphodelaceae",350,2.5,3.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3571669260661,1195.33333333333,3
171,"Aloe maculata","Aloe","Asphodelaceae",208,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2708748586817,783.869281045752,154
172,"Aloe vera","Aloe","Asphodelaceae",500,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7871876822578,989.234567901235,81
173,"Alpinia arctiflora","Alpinia","Zingiberaceae",NA,NA,3,4,NA,NA,3420,0.0724,0.14,35.4,19.9,10.3,NA,NA,NA,NA,NA,20.9025084698787,2597.2131147541,61
174,"Alpinia arundelliana","Alpinia","Zingiberaceae",102,NA,NA,2,30,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,18.2025982503141,1510.26404494382,178
175,"Alpinia caerulea","Alpinia","Zingiberaceae",267,NA,3.5,4,60.8,NA,20100,0.132,0.155,48.9,23.2,17.2,NA,444,NA,NA,NA,18.4494308418487,1478.21513944223,754
176,"Alpinia hylandii","Alpinia","Zingiberaceae",130,NA,4.5,1.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3022665659587,1979.53333333333,15
177,"Alpinia modesta","Alpinia","Zingiberaceae",200,NA,4,2,32.5,NA,1700,0.232,0.144,33.7,20.6,15,NA,NA,NA,NA,NA,21.4432261236783,2951.12068965517,58
178,"Pleuranthodium racemigerum","Pleuranthodium","Zingiberaceae",NA,NA,4.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7278619912954,2751.89743589744,39
179,"Alstroemeria aurea","Alstroemeria","Alstroemeriaceae",90,2.5,2.5,NA,15,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2151474475861,1200.18333333333,60
180,"Alstroemeria psittacina","Alstroemeria","Alstroemeriaceae",65,2.75,2.75,NA,22.5,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1703284581502,1131.12280701754,57
181,"Ammannia pubiflora","Ammannia","Lythraceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8907655080159,1260,3
182,"Amomum dallachyi","Amomum","Zingiberaceae",NA,NA,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,"Amomum queenslandicum","Amomum","Zingiberaceae",500,NA,3,3,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8972620282854,1915.42857142857,7
184,"Amyema benthamii","Amyema","Loranthaceae",50.8,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9081988561721,724.380952380952,147
185,"Amyema bifurcata","Amyema","Loranthaceae",207,NA,7,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4584544127715,814.507092198582,284
186,"Amyema biniflora","Amyema","Loranthaceae",130,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8433380656772,1190.22222222222,36
187,"Amyema cambagei","Amyema","Loranthaceae",105,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9022791256647,894.392785571142,501
188,"Amyema congener subsp. congener","Amyema","Loranthaceae",70,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,"Amyema congener subsp. divergens","Amyema","Loranthaceae",37.5,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,"Amyema congener subsp. rotundifolia","Amyema","Loranthaceae",37.5,NA,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"Amyema congener","Amyema","Loranthaceae",70,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,18.2112062117633,1105.90359477124,614
192,"Amyema conspicua","Amyema","Loranthaceae",58.8,NA,3,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9557688908699,1482.49358974359,156
193,"Amyema dolichopoda","Amyema","Loranthaceae",52.5,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"Amyema fitzgeraldii","Amyema","Loranthaceae",30,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8283191192441,297.40243902439,164
195,"Amyema friesiana","Amyema","Loranthaceae",130,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2364545549665,1890,7
196,"Amyema gaudichaudii","Amyema","Loranthaceae",28.8,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5795223834151,880.618644067797,118
197,"Amyema gibberula","Amyema","Loranthaceae",75,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5261113792658,294.73828125,256
198,"Amyema glabra","Amyema","Loranthaceae",50,NA,8,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3122360365731,2461.17857142857,28
199,"Amyema haematodes","Amyema","Loranthaceae",62.8,NA,NA,NA,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3972415924072,1573.33333333333,3
200,"Amyema herbertiana","Amyema","Loranthaceae",30,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4565460898659,1197.09090909091,22
201,"Amyema hilliana","Amyema","Loranthaceae",55,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.584437660549,309.913043478261,115
202,"Amyema linophylla subsp. linophylla","Amyema","Loranthaceae",1.5,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"Amyema linophylla subsp. orientalis","Amyema","Loranthaceae",1.9,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"Amyema linophylla","Amyema","Loranthaceae",105,NA,NA,NA,2.12,NA,NA,NA,NA,NA,NA,7.12,NA,NA,NA,NA,NA,16.7702707867873,472.769736842105,608
205,"Amyema lucasii","Amyema","Loranthaceae",48.8,NA,NA,NA,15.9,NA,384,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,19.5319288372993,462.59375,96
206,"Amyema mackayense","Amyema","Loranthaceae",42.5,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7250021910056,1242.74358974359,41
207,"Amyema maidenii subsp. angustifolia","Amyema","Loranthaceae",45,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"Amyema maidenii subsp. maidenii","Amyema","Loranthaceae",35,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,"Amyema maidenii","Amyema","Loranthaceae",38.5,NA,NA,3,15,NA,372,NA,0.587,289,17.3,NA,NA,501,NA,NA,NA,20.6708218857504,301.663146779303,947
210,"Amyema melaleucae","Amyema","Loranthaceae",30,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.754344433073,385.246031746032,253
211,"Amyema microphylla","Amyema","Loranthaceae",6.5,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6296332359314,259.35,20
212,"Amyema miquelii","Amyema","Loranthaceae",199,NA,NA,3,18.4,NA,1010,NA,0.575,397,14.4,28.5,NA,428,NA,NA,NA,16.1340579903654,608.659319128092,4083
213,"Amyema miraculosa subsp. boormanii","Amyema","Loranthaceae",65.1,NA,NA,NA,11.4,NA,564,NA,0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"Amyema miraculosa subsp. miraculosa","Amyema","Loranthaceae",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,"Amyema miraculosa","Amyema","Loranthaceae",75.6,NA,NA,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3620238496411,380.622311827957,744
216,"Amyema nestor","Amyema","Loranthaceae",55,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0183429939802,252.395348837209,86
217,"Amyema pendula","Amyema","Loranthaceae",325,NA,NA,25,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8712031569247,856.681775554861,3199
218,"Amyema preissii","Amyema","Loranthaceae",60,NA,NA,NA,1.77,NA,NA,NA,NA,568,7.96,NA,NA,428,NA,NA,NA,18.8166714341695,343.593509820666,1171
219,"Amyema quandang var. bancroftii","Amyema","Loranthaceae",325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"Amyema quandang var. quandang","Amyema","Loranthaceae",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"Amyema quandang","Amyema","Loranthaceae",86.2,NA,NA,3,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0238511367531,529.663813229572,1285
222,"Amyema quaternifolia","Amyema","Loranthaceae",80,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8133321762085,2747.4,20
223,"Amyema queenslandica","Amyema","Loranthaceae",60,NA,4,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.21505131441,2212.01960784314,52
224,"Amyema sanguinea var. pulchra","Amyema","Loranthaceae",80,NA,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,"Amyema sanguinea var. sanguinea","Amyema","Loranthaceae",155,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,"Amyema sanguinea","Amyema","Loranthaceae",141,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,25.1967468686755,720.306406685237,359
227,"Amyema seemeniana subsp. flexuosa","Amyema","Loranthaceae",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"Amyema seemeniana","Amyema","Loranthaceae",180,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9952502250671,1596.5,4
229,"Amyema subcapitata","Amyema","Loranthaceae",45,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"Amyema thalassia","Amyema","Loranthaceae",35,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2780668258667,996.4,10
231,"Amyema tridactyla","Amyema","Loranthaceae",50,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"Amyema villiflora","Amyema","Loranthaceae",59.5,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0525733535354,1176.65945945946,186
233,"Amyema whitei","Amyema","Loranthaceae",70,NA,7,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1776669409967,2901.03225806452,32
234,"Amylotheca dictyophleba","Amylotheca","Loranthaceae",92.5,NA,NA,NA,40,NA,5040,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,19.7220172295596,1730.63636363636,374
235,"Amylotheca subumbellata","Amylotheca","Loranthaceae",115,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4031944274902,1822.46153846154,13
236,"Anemone crassifolia","Anemone","Ranunculaceae",37.5,1,3,0.35,37.5,NA,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"Anigozanthos bicolor subsp. bicolor","Anigozanthos","Haemodoraceae",225,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"Anigozanthos bicolor subsp. decrescens","Anigozanthos","Haemodoraceae",175,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"Anigozanthos bicolor subsp. exstans","Anigozanthos","Haemodoraceae",100,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"Anigozanthos bicolor subsp. minor","Anigozanthos","Haemodoraceae",75,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,"Anigozanthos bicolor","Anigozanthos","Haemodoraceae",212,NA,NA,0.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2603026403897,705.115942028986,138
242,"Anigozanthos flavidus","Anigozanthos","Haemodoraceae",675,1.06,1.98,3,13.8,NA,NA,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA,15.6352138519287,980.088235294118,137
243,"Anigozanthos gabrielae","Anigozanthos","Haemodoraceae",75,NA,1,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2653338114421,385.333333333333,3
244,"Anigozanthos humilis subsp. chrysanthus","Anigozanthos","Haemodoraceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"Anigozanthos humilis subsp. humilis","Anigozanthos","Haemodoraceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"Anigozanthos humilis","Anigozanthos","Haemodoraceae",NA,NA,0.75,1,9,NA,NA,NA,NA,57.7,35.5,NA,NA,NA,NA,NA,4,17.8545707722928,559.593617021277,470
247,"Anigozanthos kalbarriensis","Anigozanthos","Haemodoraceae",NA,NA,0.75,0.2,6.5,NA,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,20.7012036641439,373,9
248,"Anigozanthos manglesii","Anigozanthos","Haemodoraceae",250,NA,1.25,1.1,8.5,NA,NA,NA,NA,80.8,16.8,0.895,0.663,NA,NA,NA,NA,18.0166945263622,729.548780487805,246
249,"Anigozanthos onycis","Anigozanthos","Haemodoraceae",100,NA,1.15,0.4,8.5,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,15.5093210008409,525.5,18
250,"Anigozanthos preissii","Anigozanthos","Haemodoraceae",175,NA,1.7,0.8,3,NA,NA,NA,NA,NA,NA,2.06,NA,NA,NA,NA,NA,15.302142813399,848.432432432432,37
251,"Anigozanthos pulcherrimus","Anigozanthos","Haemodoraceae",NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,1.17,NA,NA,NA,NA,NA,18.9787041134304,583.977777777778,45
252,"Anigozanthos rufus","Anigozanthos","Haemodoraceae",300,NA,1.15,1,4,NA,NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,NA,16.1150886067804,520.839622641509,106
253,"Anigozanthos viridis subsp. terraspectans","Anigozanthos","Haemodoraceae",75,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,"Anigozanthos viridis subsp. viridis","Anigozanthos","Haemodoraceae",300,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,"Anigozanthos viridis","Anigozanthos","Haemodoraceae",275,NA,1,1.1,3,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,18.1360607766486,793.194805194805,77
256,"Anthobolus filifolius","Anthobolus","Santalaceae",32.5,3,4.5,3,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2826820813693,1566.59230769231,130
257,"Anthobolus foveolatus","Anthobolus","Santalaceae",27.5,NA,NA,1.8,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.344939158513,365.538461538462,26
258,"Anthotium humile","Anthotium","Goodeniaceae",73.8,NA,NA,0.2,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9565749948675,624.236363636364,55
259,"Anthotium junciforme","Anthotium","Goodeniaceae",118,NA,NA,0.4,0.75,NA,NA,NA,NA,NA,NA,0.0724,NA,NA,NA,NA,NA,17.8298450469971,805.3,30
260,"Anthotium rubriflorum","Anthotium","Goodeniaceae",62.5,NA,NA,0.2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4953899383545,348.415094339623,53
261,"Antiaris toxicaria subsp. macrophylla","Antiaris","Moraceae",122,NA,NA,28,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"Apatophyllum constablei","Apatophyllum","Celastraceae",11.8,2,2.75,0.4,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2534866333008,850.68,25
263,"Apatophyllum olsenii","Apatophyllum","Celastraceae",15,2,4.5,1,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9607496261597,913.5,2
264,"Aphananthe philippinensis","Aphananthe","Cannabaceae",57.5,3,6,35,25,NA,604,0.57,NA,87.6,21.6,44.1,2.12,474,NA,850,NA,19.1279950188564,1345.60469667319,512
265,"Apodytes brachystylis","Apodytes","Icacinaceae",115,3.5,8.67,20,40,NA,3250,0.508,0.235,59.1,19.2,145,NA,NA,NA,NA,NA,21.3930118348863,2531.84444444444,90
266,"Araucaria bidwillii","Araucaria","Araucariaceae",30,17.5,35,50,6.5,NA,387,0.402,0.36,170,13,10600,1.66,489,NA,NA,NA,18.2403819423455,1254.61057692308,208
267,"Araucaria cunninghamii var. cunninghamii","Araucaria","Araucariaceae",7,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"Archidendron grandiflorum","Archidendron","Fabaceae",73.8,8,13.7,30,31.2,NA,NA,0.524,NA,77.8,NA,NA,NA,NA,NA,200,NA,18.9112880144188,1575.20863309353,281
269,"Archidendron hendersonii","Archidendron","Fabaceae",108,5,8.83,30,48.8,NA,NA,0.512,NA,NA,NA,NA,NA,NA,NA,600,NA,20.9140093703019,1724.39473684211,76
270,"Archidendron hirsutum","Archidendron","Fabaceae",60.4,6.5,8.83,22,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.900922833067,1733.36363636364,33
271,"Archidendron kanisii","Archidendron","Fabaceae",124,4.5,5,3,32.5,NA,NA,NA,NA,55.2,22.2,NA,0.612,NA,NA,NA,NA,23.0035676956177,2702.875,9
272,"Archidendron lovellae","Archidendron","Fabaceae",60,NA,NA,20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"Archidendron lucyi","Archidendron","Fabaceae",152,9.67,13.2,20,75,NA,NA,0.5,NA,NA,NA,450,NA,NA,NA,NA,NA,23.1499917348226,2693.33333333333,15
274,"Archidendron muellerianum","Archidendron","Fabaceae",77.2,8,10.8,20,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,18.9626103364504,1708.72115384615,104
275,"Archidendron ramiflorum","Archidendron","Fabaceae",65,7,12.8,10,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7471619288127,2766.4,30
276,"Archidendron vaillantii","Archidendron","Fabaceae",131,6.67,10.8,27,70,NA,NA,0.414,0.138,61.1,NA,NA,NA,NA,NA,NA,NA,21.0681708364776,2461.63636363636,33
277,"Archidendron whitei","Archidendron","Fabaceae",97.5,6.25,9.33,15,56.2,NA,NA,0.5,NA,43.5,28.3,NA,0.818,NA,NA,NA,NA,21.84857827425,3190.71875,32
278,"Archidendropsis basaltica","Archidendropsis","Fabaceae",6,8,8.5,10,3.25,NA,1580,0.876,NA,173,19.7,63.2,0.748,519,0.000145,NA,NA,21.9533596412808,574.56862745098,51
279,"Archidendropsis thozetiana","Archidendropsis","Fabaceae",25.5,6.35,8.25,20,8.5,4,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9296719400506,863.421052631579,19
280,"Archidendropsis xanthoxylon","Archidendropsis","Fabaceae",64,10.8,11.2,37,30,8,NA,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4486634731293,2594.5,8
281,"Aristolochia acuminata","Aristolochia","Aristolochiaceae",121,5,6.25,NA,98.2,1.35,NA,NA,NA,NA,NA,4.81,NA,NA,NA,NA,NA,24.0222678030691,2124.90322580645,31
282,"Aristolochia chalmersii","Aristolochia","Aristolochiaceae",60,3.75,4.5,NA,38.8,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.075248003006,1425.875,8
283,"Aristolochia elegans","Aristolochia","Aristolochiaceae",61,4.75,5.5,NA,73,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8220576924726,1184.59504132231,121
284,"Aristolochia holtzei","Aristolochia","Aristolochiaceae",100,4,4,0.5,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1565091874864,1407.69444444444,36
